"language","license","rightsHolder","datasetID","datasetName","taxonID","scientificNameID","scientificName","kingdom","family","taxonRank","nomenclaturalCode"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",1,"http://ipni.org/urn:lsid:ipni.org:names:44892-1","Acanthus mollis L.","Plantae","Acanthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",2,"http://ipni.org/urn:lsid:ipni.org:names:44920-1","Acanthus spinosus L.","Plantae","Acanthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",3,"http://ipni.org/urn:lsid:ipni.org:names:84009-1","Acorus calamus L.","Plantae","Acoraceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",4,"http://ipni.org/urn:lsid:ipni.org:names:913605-1","Actinidia deliciosa (Chevalier) C.S. Liang & A.R. Ferguson","Plantae","Actinidiaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",5,"http://ipni.org/urn:lsid:ipni.org:names:321978-2","Sambucus canadensis L.","Plantae","Adoxaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",6,"http://ipni.org/urn:lsid:ipni.org:names:149642-1","Viburnum davidii Franch.","Plantae","Adoxaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",7,"http://ipni.org/urn:lsid:ipni.org:names:149902-1:1.1.2.1.1.3.1.3","Viburnum rhytidophyllum Hemsl.","Plantae","Adoxaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",8,"http://ipni.org/urn:lsid:ipni.org:names:69627-3:1.1","Viburnum tinus L.","Plantae","Adoxaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",9,"http://ipni.org/urn:lsid:ipni.org:names:149901-1:1.4","Viburnum x rhytidophylloides Suringar","Plantae","Adoxaceae","hybrid","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",10,,"Delosperma cooperi (Hook.f.) L. Bolus","Plantae","Aizoaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",11,"http://ipni.org/urn:lsid:ipni.org:names:362741-1:1.4","Mesembryanthemum cordifolium L.f.","Plantae","Aizoaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",12,"http://ipni.org/urn:lsid:ipni.org:names:362764-1","Mesembryanthemum crystallinum L.","Plantae","Aizoaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",13,"http://ipni.org/urn:lsid:ipni.org:names:363203-1:1.2.1.4","Mesembryanthemum nodiflorum L.","Plantae","Aizoaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",14,"http://ipni.org/urn:lsid:ipni.org:names:235145-2","Sesuvium portulacastrum (L.) L.","Plantae","Aizoaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",15,"http://ipni.org/urn:lsid:ipni.org:names:364795-1","Tetragonia tetragonioides (Pallas) O. Kuntze","Plantae","Aizoaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",16,"http://ipni.org/urn:lsid:ipni.org:names:58518-1:1.1.5.1.1.1","Sagittaria latifolia Willd.","Plantae","Alismataceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",17,"http://ipni.org/urn:lsid:ipni.org:names:430718-1:1.2.1.2","Liquidambar styraciflua L.","Plantae","Altingiaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",18,"http://ipni.org/urn:lsid:ipni.org:names:59108-1:1.1.2.1.1.5","Alternanthera angustifolia R. Brown","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",19,,"Alternanthera caracasana Humb., Bonpl. & Kunth","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",20,,"Alternanthera denticulata R. Brown","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",21,,"Alternanthera nodiflora R. Brown","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",22,,"Alternanthera paronychioides A. St. Hil.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",23,"http://ipni.org/urn:lsid:ipni.org:names:59301-1:1.4","Alternanthera pungens Humb., Bonpl. & Kunth","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",24,"http://ipni.org/urn:lsid:ipni.org:names:1069792-2","Alternanthera sessilis (L.) DC.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",25,"http://ipni.org/urn:lsid:ipni.org:names:10483-2:1.2","Alternanthera tenella Colla","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",26,,"Amaranthus acutilobus Uline & Bray","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",27,"http://ipni.org/urn:lsid:ipni.org:names:108222-3:1.1","Amaranthus albus L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",28,"http://ipni.org/urn:lsid:ipni.org:names:10615-2","Amaranthus blitoides S. Watson","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",29,"http://ipni.org/urn:lsid:ipni.org:names:10619-2","Amaranthus blitum L. s.l.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",30,,"Amaranthus capensis Thell. subsp. capensis","Plantae","Amaranthaceae","subspecies","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",31,"http://ipni.org/urn:lsid:ipni.org:names:919660-1","Amaranthus capensis Thell. subsp. uncinatus (Thell.) Brenan","Plantae","Amaranthaceae","subspecies","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",32,"http://ipni.org/urn:lsid:ipni.org:names:316347-2","Amaranthus caudatus L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",33,"http://ipni.org/urn:lsid:ipni.org:names:59468-1","Amaranthus clementii Domin","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",34,,"Amaranthus crispus (Lesp. & Thév.) N. Terrac.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",35,"http://ipni.org/urn:lsid:ipni.org:names:108343-3:1.1","Amaranthus cruentus L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",36,"http://ipni.org/urn:lsid:ipni.org:names:327382-2","Amaranthus deflexus L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",37,"http://ipni.org/urn:lsid:ipni.org:names:108420-3:1.1","Amaranthus graecizans L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",38,"http://ipni.org/urn:lsid:ipni.org:names:108492-3","Amaranthus hybridus L. subsp. hybridus var. hybridus","Plantae","Amaranthaceae","variety","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",39,"http://ipni.org/urn:lsid:ipni.org:names:1167575-2","Amaranthus hybridus L. subsp. hybridus var. pseudoretroflexus (Thell.) Carretero","Plantae","Amaranthaceae","variety","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",40,"http://ipni.org/urn:lsid:ipni.org:names:1204053-2","Amaranthus hybridus L. subsp. quitensis (Kunth) Costea & Carretero","Plantae","Amaranthaceae","subspecies","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",41,"http://ipni.org/urn:lsid:ipni.org:names:59536-1:1.2.1.2","Amaranthus hypochondriacus L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",42,"http://ipni.org/urn:lsid:ipni.org:names:108632-3","Amaranthus macrocarpus Benth. var. macrocarpus","Plantae","Amaranthaceae","variety","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",43,"http://ipni.org/urn:lsid:ipni.org:names:108663-3","Amaranthus macrocarpus Benth. var. pallidus Benth.","Plantae","Amaranthaceae","variety","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",44,"http://ipni.org/urn:lsid:ipni.org:names:59585-1","Amaranthus mitchellii Benth.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",45,"http://ipni.org/urn:lsid:ipni.org:names:1185180-2","Amaranthus muricatus (Moq.) Hieron.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",46,"http://ipni.org/urn:lsid:ipni.org:names:327376-2","Amaranthus palmeri S. Watson","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",47,"http://ipni.org/urn:lsid:ipni.org:names:316348-2:1.3","Amaranthus polygonoides L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",48,,"Amaranthus powellii S. Watson subsp. bouchonii (Thell.) Costea & Carretero","Plantae","Amaranthaceae","subspecies","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",49,"http://ipni.org/urn:lsid:ipni.org:names:10698-2","Amaranthus retroflexus L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",50,"http://ipni.org/urn:lsid:ipni.org:names:10709-2","Amaranthus scleropoides Uline & Bray","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",51,"http://ipni.org/urn:lsid:ipni.org:names:59675-1:1.2.1.2","Amaranthus spinosus L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",52,"http://ipni.org/urn:lsid:ipni.org:names:59679-1","Amaranthus standleyanus Parodi ex Covas","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",53,"http://ipni.org/urn:lsid:ipni.org:names:327387-2:1.1.2.1.1.3","Amaranthus thunbergii Moq.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",54,,"Amaranthus tuberculatus (Moq.) Sauer","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",55,,"Amaranthus tuberculatus (Moq.) Sauer var. rudis (Sauer) Costea & Tardif","Plantae","Amaranthaceae","variety","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",56,"http://ipni.org/urn:lsid:ipni.org:names:108967-3:1.1","Amaranthus viridis L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",57,,"Amaranthus x ozanonii","Plantae","Amaranthaceae","hybrid","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",58,,"Amaranthus x ralletii Contré","Plantae","Amaranthaceae","hybrid","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",59,,"Atriplex eardleyae Aell.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",60,"http://ipni.org/urn:lsid:ipni.org:names:163845-1","Atriplex halimus L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",61,"http://ipni.org/urn:lsid:ipni.org:names:158637-3","Atriplex holocarpa F. Muell.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",62,"http://ipni.org/urn:lsid:ipni.org:names:272934-2","Atriplex hortensis L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",63,,"Atriplex leptocarpa F. Muell.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",64,"http://ipni.org/urn:lsid:ipni.org:names:60448164-2","Atriplex micrantha Ledeb.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",65,"http://ipni.org/urn:lsid:ipni.org:names:163988-1","Atriplex muelleri Benth.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",66,"http://ipni.org/urn:lsid:ipni.org:names:164012-1","Atriplex oblongifolia Waldst. & Kit.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",67,"http://ipni.org/urn:lsid:ipni.org:names:160258-3","Atriplex pseudocampanulata Aell.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",68,"http://ipni.org/urn:lsid:ipni.org:names:164113-1","Atriplex rosea L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",69,"http://ipni.org/urn:lsid:ipni.org:names:164128-1:1.1.2.1.1.1","Atriplex sagittata Borkh.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",70,,"Atriplex semibaccata R. Brown","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",71,"http://ipni.org/urn:lsid:ipni.org:names:164152-1:1.7","Atriplex sibirica L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",72,"http://ipni.org/urn:lsid:ipni.org:names:164184-1","Atriplex suberecta Verdoorn","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",73,"http://ipni.org/urn:lsid:ipni.org:names:164195-1","Atriplex tatarica L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",74,"http://ipni.org/urn:lsid:ipni.org:names:164269-1","Axyris amaranthoides L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",75,,"Bassia hyssopifolia (Pallas) O. Kuntze","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",76,"http://ipni.org/urn:lsid:ipni.org:names:164386-1","Bassia laniflora (S.G. Gmel.) A.J. Scott","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",77,,"Bassia scoparia (L.) Voss s.l.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",78,"http://ipni.org/urn:lsid:ipni.org:names:164476-1:1.3","Beta macrocarpa Guss.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",79,"http://ipni.org/urn:lsid:ipni.org:names:164502-1","Beta trigyna Waldst. & Kit.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",80,,"Beta vulgaris L. subsp. vulgaris","Plantae","Amaranthaceae","subspecies","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",81,"http://ipni.org/urn:lsid:ipni.org:names:164518-1:1.2.1.2","Blitum capitatum L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",82,"http://ipni.org/urn:lsid:ipni.org:names:1069558-2","Blitum nuttallianum Schult.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",83,"http://ipni.org/urn:lsid:ipni.org:names:164548-1","Blitum virgatum L.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",84,,"Chenopodiastrum simplex (Torr.) Fuentes & al.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",85,,"Chenopodium album L. x hircinum","Plantae","Amaranthaceae","hybrid","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",86,,"Chenopodium album L. x missouriense","Plantae","Amaranthaceae","hybrid","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",87,,"Chenopodium album L. x probstii","Plantae","Amaranthaceae","hybrid","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",88,"http://ipni.org/urn:lsid:ipni.org:names:164798-1","Chenopodium auricomiforme J. Murr & Thell.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",89,"http://ipni.org/urn:lsid:ipni.org:names:164809-1:1.3","Chenopodium berlandieri Moq.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",90,,"Chenopodium borbasioides A. Ludwig","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",91,,"Chenopodium bushianum Aell.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",92,"http://ipni.org/urn:lsid:ipni.org:names:164949-1","Chenopodium giganteum D. Don","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",93,"http://ipni.org/urn:lsid:ipni.org:names:164974-1","Chenopodium hircinum Schrad.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",94,"http://ipni.org/urn:lsid:ipni.org:names:56181-2","Chenopodium missouriense Aell.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",95,"http://ipni.org/urn:lsid:ipni.org:names:60447126-2","Chenopodium opulifolium Schrad. ex Koch & Ziz","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",96,,"Chenopodium pratericola Rydberg s.l.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",97,"http://ipni.org/urn:lsid:ipni.org:names:165148-1","Chenopodium probstii Aell.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",98,"http://ipni.org/urn:lsid:ipni.org:names:165175-1","Chenopodium quinoa Willd.","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",99,,"Chenopodium striatiforme J. Murr","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",100,,"Chenopodium suecicum J. Murr","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",101,,"Chenopodium x pelgrimsianum Aell.","Plantae","Amaranthaceae","hybrid","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",102,,"Chenopodium x preissmannii J. Murr","Plantae","Amaranthaceae","hybrid","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",103,,"Chenopodium x reynieri Ludwig & Aellen","Plantae","Amaranthaceae","hybrid","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",104,"http://ipni.org/urn:lsid:ipni.org:names:165391-1:1.6","Corispermum gmelinii Bunge","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",105,"http://ipni.org/urn:lsid:ipni.org:names:327163-2","Corispermum pallasii Steven","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",106,,"Dysphania ambrosioides (L.) Mosyakin & Clemants","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",107,"http://ipni.org/urn:lsid:ipni.org:names:1090820-2","Dysphania anthelmintica (L.) Mosyakin & Clemants","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",108,,"Dysphania botrys (L.) Mosyakin & Clemants","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",109,,"Dysphania carinata (R. Brown) Mosyakin & Clemants","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",110,"http://ipni.org/urn:lsid:ipni.org:names:70029923-1","Dysphania cristata (F. Muell.) Mosyakin & Clemants","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",111,"http://ipni.org/urn:lsid:ipni.org:names:912413-1","Dysphania glomulifera (Nees) P.G. Wilson","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",112,"http://ipni.org/urn:lsid:ipni.org:names:1037855-2","Dysphania multifida (L.) Mosyakin & Clemants","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",113,"http://ipni.org/urn:lsid:ipni.org:names:77077716-1","Dysphania pseudomultiflora (J. Murr) Verloove & Lambinon","Plantae","Amaranthaceae","species","ICBN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanic Garden Meise","","Manual of the Alien Plants of Belgium",114,,"Dysphania pumilio (R. Brown) Mosyakin & Clemants","Plantae","Amaranthaceae","species","ICBN"
